name,field,subcategory,mbti
Hans-Dieter Flick,Sports,Atlet Sepak Bola,INFJ
Harbhajan Singh,Sports,Atlet Kriket,ESFP
Harold Landry III,Sports,Atlet Sepak Bola,ISTJ
Harold Reynolds,Sports,Atlet Bisbol,ESFJ
Harrison Smith,Sports,Atlet Sepak Bola,ISTP
Harry Caray,Entertainment,"Media dan Penyiaran",ENFP
Harry Houdini,Sports,Pemeran Aksi,ESTP
Harry Kane,Sports,Atlet Sepak Bola,ISTP
Harry Maguire,Sports,Atlet Sepak Bola,ISFJ
Harry Winks,Sports,Atlet Sepak Bola,ISFJ
Harumafuji Kohei,Sports,Pegulat,ISTJ
Hasan Salihamidžić,Sports,Atlet Sepak Bola,INTJ
Hashim Amla,Sports,Atlet Kriket,ISTJ
Hassan Whiteside,Sports,Atlet Basket,ESFP
Hatem Ben Arfa,Sports,Atlet Sepak Bola,ESTP
Heath Slater,Sports,Pegulat,ESFP
Hector Bellerín,Sports,Atlet Sepak Bola,ISFP
Helio Castroneves,Sports,Pembalap Mobil,ESFJ
Hélio Gracie,Sports,Atlet Seni Bela Diri,ESTJ
Henrik Lundqvist,Sports,Atlet Hoki,ISFJ
Henrique Mecking (Mequinho),Sports,Atlet Catur,INTP
Henry Cejudo,Sports,MMA,ESFP
Henry Davis,Sports,Atlet Bisbol,ISTJ
Henry Edward Bird,Sports,Atlet Catur,ISTJ
Henry Ruggs III,Sports,Atlet Sepak Bola,ISFP
Herb Dean,Sports,MMA,ISFJ
Hernán Crespo,Sports,Atlet Sepak Bola,ESFP
Hernanes,Sports,Atlet Sepak Bola,INTP
Herschel Walker,Sports,Atlet Sepak Bola,ESFP
Herve Renard,Sports,Atlet Sepak Bola,INTJ
Heung-Min Son,Sports,Atlet Sepak Bola,ENFP
Hideki Matsui,Sports,Atlet Bisbol,ISTP
Hideo Nomo,Sports,Atlet Bisbol,ISTP
Hidetoshi Nakata,Sports,Atlet Sepak Bola,ISTP
Hidilyn Diaz,Sports,Atlet Angkat Beban,ESTP
Hikaru Nakamura,Sports,Atlet Catur,ENTP
Hikaru Shida,Sports,Pegulat,INTJ
Hikmet Karaman,Sports,Atlet Sepak Bola,ENTP
Hiroki Abe,Sports,Atlet Sepak Bola,INFJ
Hiroki Kuroda,Sports,Atlet Bisbol,ISTP
Hiroyuta Niokawa,Sports,Atlet Seluncur Es,ISFP
Hirving Lozano,Sports,Atlet Sepak Bola,ISTP
Hisashi Iwakuma,Sports,Atlet Bisbol,ISTP
Holger Badstuber,Sports,Atlet Sepak Bola,ISTP
Holger Rune,Sports,Atlet Tenis,ESFP
Holly Holm,Sports,MMA,ISTP
Hollywood Hogan,Sports,Pegulat,ESTP
Hope Solo,Sports,Atlet Sepak Bola,ESTP
Hornswoggle,Sports,Pegulat,ESTP
Hou Yifan,Sports,Atlet Catur,INFJ
Howard Cosell,Entertainment,"Media dan Penyiaran",ENTJ
Howie Kendrick,Sports,Atlet Bisbol,ESFJ
Howie Long,Sports,Atlet Sepak Bola,ESTJ
Hristo Stoichkov,Sports,Atlet Sepak Bola,ISTP
Hubert Hurkacz,Sports,Atlet Tenis,ENFP
Hugo Lloris,Sports,Atlet Sepak Bola,ISTP
Hugo Sánchez,Sports,Atlet Sepak Bola,ENTJ
Hulk Hogan,Sports,Pegulat,ESFJ
Hunter Dozier,Sports,Atlet Bisbol,ESTJ
Hunter Greene,Sports,Atlet Bisbol,ESFJ
Hunter Hearst Helmsley,Sports,Pegulat,ESTJ
Hunter Pence,Sports,Atlet Bisbol,ENFP
Hunter Renfroe,Sports,Atlet Bisbol,ISTJ
Hunter Strickland,Sports,Atlet Bisbol,ISTJ
Huo Yuanjia,Sports,Atlet Seni Bela Diri,ISTP
Hyun-Jin Ryu,Sports,Atlet Bisbol,ISFP
Ian Desmond,Sports,Atlet Bisbol,ENFJ
Ian Garry,Sports,MMA,ESTJ
Ian Happ,Sports,Atlet Bisbol,ISFJ
Ian Kinsler,Sports,Atlet Bisbol,ISFJ
Ian Nepomniachtchi,Sports,Atlet Catur,ENTP
Ibrahim Said,Sports,Atlet Sepak Bola,ESTP
Ibrahima Konaté,Sports,Atlet Sepak Bola,ESFJ
Ichiro Suzuki,Sports,Atlet Bisbol,ISTP
Ido Portal,Sports,Atlet Seni Bela Diri,ENTP
Iga Świątek,Sports,Atlet Tenis,ISFJ
Igor Kokoškov,Sports,Atlet Basket,INTJ
Igor Kurganov,Sports,Pemain Poker,INFP
Iker Casillas,Sports,Atlet Sepak Bola,ENFJ
Ilia Malinin,Sports,Atlet Seluncur Es,ESTP
Ilia Topuria,Sports,MMA,ISTP
Ilja Dragunov,Sports,Pegulat,ESTP
İlkay Gündoğan,Sports,Atlet Sepak Bola,INTJ
Ilona Maher,Sports,Atlet Rugby,ESTP
Ilya Bryzgalov,Sports,Atlet Hoki,ENFP
Imogen Horrocks,Sports,Atlet Panjat Tebing,ISFP
Imran Tahir,Sports,Atlet Kriket,ESFJ
Ingo Hoffmann,Sports,Pembalap Mobil,ISTJ
Inna Afinogenova,Entertainment,"Media dan Penyiaran",INTJ
Invader 1,Sports,Pegulat,ESTP
Inzamam-ul-Haq,Sports,Atlet Kriket,ESFP
Ion Tiriac,Sports,Atlet Tenis,ISTP
Ip Man (Yip Kai-man),Sports,Atlet Seni Bela Diri,ISTJ
Ipek Soylu,Sports,Atlet Tenis,ESFJ
Irina Krush,Sports,Atlet Catur,ISTJ
Irina Viner-Usmanova,Sports,Atlet Senam,ESTJ
Isaac Haxton,Sports,Pemain Poker,ISFJ
Isaiah Simmons,Sports,Atlet Sepak Bola,ESFP
Isaiah Thomas,Sports,Atlet Basket,ISFP
Isiah Thomas,Sports,Atlet Basket,ISFP
Islam Dulatov,Sports,MMA,ISFP
Islam Makhachev,Sports,MMA,ISFP
Ismael Sosa,Sports,Atlet Sepak Bola,INFP
Israel Adesanya,Sports,MMA,ENFP
Ítalo Ferreira,Sports,Atlet Ski,ESFP
Itsuki Hirata,Sports,MMA,ESFJ
"Ivan ""Pudge"" Rodriguez",Sports,Atlet Bisbol,ISTJ
Ivan Bukin,Sports,Atlet Seluncur Es,ENFJ
Ivan Jurić,Sports,Atlet Sepak Bola,ENTP
Ivan Lendl,Sports,Atlet Tenis,INTJ
Ivan Rakitić,Sports,Atlet Sepak Bola,ISFJ
Ivan Toney,Sports,Atlet Sepak Bola,ESFP
Iván Zamorano,Sports,Atlet Sepak Bola,ISTP
Iyo Sky,Sports,Pegulat,INTJ
J. J. Reddick,Sports,Atlet Basket,ESTJ
J.A. Happ,Sports,Atlet Bisbol,ISTJ
J.D. Martinez,Sports,Atlet Bisbol,ISTJ
J.J. Watt,Sports,Atlet Sepak Bola,ESFJ
J.R. Smith,Sports,Atlet Basket,ESFP
Ja Morant,Sports,Atlet Basket,ESFP
Ja’Whaun Bentley,Sports,Atlet Sepak Bola,ESFJ
Jabrill Peppers,Sports,Atlet Sepak Bola,ENFP
Jack Carlson,Sports,Atlet Hoki,ISFJ
Jack Del Rio,Sports,Atlet Sepak Bola,ISTJ
Jack Dempsey,Sports,Petinju,ISTP
Jack Eichel,Sports,Atlet Hoki,ESFP
Jack Evans,Sports,Pegulat,ESFP
Jack Flaherty,Sports,Atlet Bisbol,ISTJ
Jack Grealish,Sports,Atlet Sepak Bola,ESFP
Jack Johnson,Sports,Petinju,ESFP
Jack Lambert,Sports,Atlet Sepak Bola,ESTJ
Jack Morris,Sports,Atlet Bisbol,ISTP
Jack Sock,Sports,Atlet Tenis,ESTP
Jack Tatum,Sports,Atlet Sepak Bola,ISTP
Jackie Robinson,Sports,Atlet Bisbol,ISTP
Jackie Stewart,Sports,Pembalap Mobil,ENFJ
Jacob DeGrom,Sports,Atlet Bisbol,ISTJ
Jacoby Ellsbury,Sports,Atlet Bisbol,ISFP
Jacoby Jones,Sports,Atlet Sepak Bola,ESFP
Jacques Kallis,Sports,Atlet Kriket,ISFP
Jacques Villeneuve,Sports,Pembalap Mobil,ESTP
Jade Barbosa,Sports,Atlet Senam,INFP
Jade Carey,Sports,Atlet Senam,ISFP
Jadon Sancho,Sports,Atlet Sepak Bola,ESFP
Jaire Alexander,Sports,Atlet Sepak Bola,ESFP
"Jake ""The Snake"" Roberts",Sports,Pegulat,INTP
Jake Arrieta,Sports,Atlet Bisbol,ISTJ
Jake Cronenworth,Sports,Atlet Bisbol,ISFJ
Jake Delhomme,Sports,Atlet Sepak Bola,ISTJ
Jake Hager,Sports,Pegulat,ESFJ
Jake LaMotta,Sports,Petinju,ESTP
Jake Locker,Sports,Atlet Sepak Bola,ESFJ
Jake Peavy,Sports,Atlet Bisbol,ESTJ
Jake Storiale,Entertainment,"Media dan Penyiaran",ENTP
Jake Voráček,Sports,Atlet Hoki,ESTJ
Jakeem Grant Sr.,Sports,Atlet Sepak Bola,ESFP
Jakob Ingebrigtsen,Sports,Track & Field,ENTJ
Jakub “Kuba” Kochanowski,Sports,Atlet Bola Voli,ENFP
Jakub Błaszczykowski,Sports,Atlet Sepak Bola,ISFP
Jakub Kiwior,Sports,Atlet Sepak Bola,ISTP
Jalen Green,Sports,Atlet Basket,ISFP
Jalen Hurts,Sports,Atlet Sepak Bola,ISFP
Jalen Mills,Sports,Atlet Sepak Bola,ESFP
Jalen Ramsey,Sports,Atlet Sepak Bola,ESFP
Jalen Reagor,Sports,Atlet Sepak Bola,ISFP
Jalen Rose,Sports,Atlet Basket,ESTJ
Jamaal Williams,Sports,Atlet Sepak Bola,ENFP
Jamahal Hill,Sports,MMA,ISTP
Jamal Adams,Sports,Atlet Sepak Bola,ESTJ
Jamal Crawford,Sports,Atlet Basket,ISFJ
Jamal Lewis,Sports,Atlet Sepak Bola,ISTJ
Jamal Murray,Sports,Atlet Basket,ESFP
Jamal Musiala,Sports,Atlet Sepak Bola,INFJ
JaMarcus Russell,Sports,Atlet Sepak Bola,ISFJ
Jameis Winston,Sports,Atlet Sepak Bola,ESFP
James Conrad,Sports,Atlet Frisbee,INFP
James Cook,Sports,Atlet Sepak Bola,ISFP
James Harden,Sports,Atlet Basket,ISTP
James Hunt,Sports,Pembalap Mobil,ESFP
James Maddison,Sports,Atlet Sepak Bola,ENTP
James Milner,Sports,Atlet Sepak Bola,INTP
James Naismith,Sports,Atlet Basket,INFJ
James Paxton,Sports,Atlet Bisbol,ISFJ
James Rodríguez,Sports,Atlet Sepak Bola,ISFJ
James Tarkowski,Sports,Atlet Sepak Bola,ENFJ
James Toney,Sports,Petinju,ESTP
James van Riemsdyk,Sports,Atlet Hoki,ISFJ
Jamie Carragher,Sports,Atlet Sepak Bola,ENTP
Jamie Chadwick,Sports,Pembalap Mobil,ISFP
Jamie Vardy,Sports,Atlet Sepak Bola,ESTP
Jan Bednarek,Sports,Atlet Sepak Bola,ENTJ
Jan Blachowicz,Sports,MMA,ENFJ
Jan Oblak,Sports,Atlet Sepak Bola,ISTP
Jan Vertonghen,Sports,Atlet Sepak Bola,ISFJ
Jan-Krzysztof Duda,Sports,Atlet Catur,INTP
Jannik Sinner,Sports,Atlet Tenis,ISTP
Jared Allen,Sports,Atlet Sepak Bola,ESTJ
Jared Carrabis,Entertainment,"Media dan Penyiaran",ENTP
Jared Cook,Sports,Atlet Sepak Bola,ISFJ
Jared Walsh,Sports,Atlet Bisbol,ISFP
Jarno Laasala,Sports,Pemeran Aksi,ISFJ
Jarno Trulli,Sports,Pembalap Mobil,ISTP
Jaromir Jagr,Sports,Atlet Hoki,ISTP
Jarppi Leppälä,Sports,Pemeran Aksi,ESTP
Jarred Kelenic,Sports,Atlet Bisbol,ISFP
Jarvis Landry,Sports,Atlet Sepak Bola,ISFP
"Jason ""Mayhem"" Miller",Sports,MMA,ENTP
Jason Bay,Sports,Atlet Bisbol,ISFJ
Jason Brown,Sports,Atlet Seluncur Es,ESFJ
Jason Giambi,Sports,Atlet Bisbol,ESFJ
Jason Heyward,Sports,Atlet Bisbol,ISFJ
Jason Kipnis,Sports,Atlet Bisbol,ISFJ
Jason Koon,Sports,Pemain Poker,ENFP
Jason McCourty,Sports,Atlet Sepak Bola,ESFJ
Jason Mercier,Sports,Pemain Poker,ISTP
Jason Pierre-Paul,Sports,Atlet Sepak Bola,ESFP
Jason Richardson,Sports,Atlet Basket,INTJ
Jason Robertson,Sports,Atlet Hoki,ISFJ
Jason Roy,Sports,Atlet Kriket,ISTP
Jason Taylor,Sports,Atlet Sepak Bola,ESTJ
Jason Varitek,Sports,Atlet Bisbol,ISTJ
Jason Verrett,Sports,Atlet Sepak Bola,ESFJ
Jason Williams,Sports,Atlet Basket,ISFP
Jason Witten,Sports,Atlet Sepak Bola,ISFJ
JaVale McGee,Sports,Atlet Basket,ESFP
Javier Báez,Sports,Atlet Bisbol,ESTP
Javier Fernández,Sports,Atlet Seluncur Es,ESFP
Javier Hernández (Chicharito),Sports,Atlet Sepak Bola,ESFP
Javier Mascherano,Sports,Atlet Sepak Bola,ISTP
Jawad El Yamiq,Sports,Atlet Sepak Bola,ENTP
Jaxson Ryker,Sports,Pegulat,ISFJ
Jay Ajayi,Sports,Atlet Sepak Bola,ISFP
Jay Bruce,Sports,Atlet Bisbol,ISTJ
Jay Cutler,Sports,Atlet Binaraga,ESTJ
Jay Cutler,Sports,Atlet Sepak Bola,ISTP
Jay Glazer,Entertainment,"Media dan Penyiaran",ESFP
Jay White,Sports,Pegulat,ENTJ
Jaylen Brown,Sports,Atlet Basket,INFJ
Jaylen Waddle,Sports,Atlet Sepak Bola,ESFP
Jaylon Smith,Sports,Atlet Sepak Bola,ESFP
Jayson Tatum,Sports,Atlet Basket,ISFJ
Jayson Werth,Sports,Atlet Bisbol,ESFJ
JBL (John Bradshaw Layfield),Sports,Pegulat,ESTJ
JD McDonagh,Sports,Pegulat,INTJ
Jean Patry,Sports,Atlet Bola Voli,ESTP
Jeff Bagwell,Sports,Atlet Bisbol,ISTJ
Jeff Francoeur,Sports,Atlet Bisbol,ESFJ
Jeff Hardy,Sports,Pegulat,ISFP
Jeff Jarrett,Sports,Pegulat,ESFJ
Jeff McNeil,Sports,Atlet Bisbol,ISTJ
Jeff Okudah,Sports,Atlet Sepak Bola,ISTJ
Jefferson Farfán,Sports,Atlet Sepak Bola,ESFP
Jeffery Simmons,Sports,Atlet Sepak Bola,ISFJ
Jemele Hill,Entertainment,"Media dan Penyiaran",ENFJ
Jenia Grebennikov,Sports,Atlet Bola Voli,ENTP
Jennie Finch,Sports,Atlet Softball,ESFJ
Jennifer Gadirova,Sports,Atlet Senam,ISFJ
Jennifer Welter,Sports,Atlet Sepak Bola,ESTJ
Jenson Button,Sports,Pembalap Mobil,ESFJ
Jerami Grant,Sports,Atlet Basket,ESFP
Jeremiah Owusu-Koramoah,Sports,Atlet Sepak Bola,ISTJ
"Jeremy ""Big Jerm"" Koling",Sports,Atlet Frisbee,ENFJ
Jeremy Kerley,Sports,Atlet Sepak Bola,ISFJ
Jeremy Lin,Sports,Atlet Basket,INFJ
Jeremy Maclin,Sports,Atlet Sepak Bola,ISFJ
Jeremy SAtlet Hoki,Sports,Atlet Sepak Bola,ISTJ
Jermaine O'Neal,Sports,Atlet Basket,ESTJ
Jerod Mayo,Sports,Atlet Sepak Bola,ESTJ
Jérôme Le Banner,Sports,Atlet Seni Bela Diri,ESTP
Jerrion Ealy,Sports,Atlet Sepak Bola,ESFP
"Jerry ""The King"" Lawler",Sports,Pegulat,ESFP
Jerry Jeudy,Sports,Atlet Sepak Bola,ISFP
Jerry Rice,Sports,Atlet Sepak Bola,ENFP
Jerry West,Sports,Atlet Basket,INTJ
Jesse James West,Sports,Talenta Unik,ENFJ
Jesse Kraai,Sports,Atlet Catur,INTP
Jesse Labreck,Sports,Atlet Panjat Tebing,ISFJ
Jesse Lingard,Sports,Atlet Sepak Bola,ESFP
Jesse Owens,Sports,Track & Field,ISFP
Jesse Winker,Sports,Atlet Bisbol,ISFJ
Jessica Mendoza,Sports,Atlet Softball,ESFP
Jessie Bates III,Sports,Atlet Sepak Bola,ESFP
Jesus Luzardo,Sports,Atlet Bisbol,ESFJ
Jesús Navas,Sports,Atlet Sepak Bola,ISFJ
Jeurys Familia,Sports,Atlet Bisbol,ISFP
Jey Uso,Sports,Pegulat,ISFP
Ji Sung Park,Sports,Atlet Sepak Bola,ISFJ
Ji-Man Choi,Sports,Atlet Bisbol,ISFP
Jigoro Kano,Sports,Atlet Seni Bela Diri,ISTJ
"Jim ""J.R."" Ross",Sports,Pegulat,ISTJ
Jim Brown,Sports,Atlet Sepak Bola,ISTP
Jim Bunning,Sports,Atlet Bisbol,ISTJ
Jim Cornette,Sports,Pegulat,ESTJ
Jim Harbaugh,Sports,Atlet Sepak Bola,ESTJ
Jim Kelly,Sports,Atlet Sepak Bola,ESTP
Jim Leyland,Sports,Atlet Bisbol,ISTJ
Jim McMahon,Sports,Atlet Sepak Bola,ESTP
Jim Mora,Sports,Atlet Sepak Bola,ESTJ
Jim Thome,Sports,Atlet Bisbol,ISTJ
Jim Thorpe,Sports,Atlet Sepak Bola,ISTP
Jimmie Johnson,Sports,Pembalap Mobil,ISTJ
Jimmie Ward,Sports,Atlet Sepak Bola,ESFJ
Jimmy Butler,Sports,Atlet Basket,ESTJ
Jimmy Crute,Sports,MMA,ESFJ
Jimmy Graham,Sports,Atlet Sepak Bola,ESTJ
"Jimmy Hart ""The Mouth of the South""",Sports,Pegulat,ESFP
Jimmy Johnson,Sports,Atlet Sepak Bola,ESFJ
Jimmy Rollins,Sports,Atlet Bisbol,ESTJ
Jimmy Uso,Sports,Pegulat,ESTP
Jimmy White,Sports,Atlet Snooker,ISTP
Jin Boyang,Sports,Atlet Seluncur Es,ENFP
Jinder Mahal,Sports,Pegulat,ESFJ
Jiří Procházka,Sports,MMA,INFJ
Jo Adell,Sports,Atlet Bisbol,ISFP
Joachim Löw,Sports,Atlet Sepak Bola,ISTJ
Joakim Noah,Sports,Atlet Basket,ESFP
Joanna Jedrzejczyk,Sports,MMA,ESTP
Joanna Maranhão,Sports,Atlet Renang,ENFP
Joanna Wolosz,Sports,Atlet Bola Voli,ISTJ
Joannie Rochette,Sports,Atlet Seluncur Es,INFJ
Joao Cancelo,Sports,Atlet Sepak Bola,INTJ
João Félix,Sports,Atlet Sepak Bola,ISFP
João Gonçalves Filho ''Gau'',Sports,Pembalap Motor,ISTP
João Havelange,Sports,Atlet Sepak Bola,ENTJ
Joaquín Sánchez Rodríguez,Sports,Atlet Sepak Bola,ESFJ
Joba Chamberlain,Sports,Atlet Bisbol,ESTJ
Joc Pederson,Sports,Atlet Bisbol,ESFP
Jochen Mass,Sports,Pembalap Mobil,ESTP
Jody Shelley,Sports,Atlet Hoki,ESFJ
Joe Buck,Entertainment,"Media dan Penyiaran",ISTJ
Joe Burrow,Sports,Atlet Sepak Bola,ENTP
Joe Calzaghe,Sports,Petinju,ISTJ
Joe Carter,Sports,Atlet Bisbol,ISFJ
Joe Fazer,Sports,Atlet Binaraga,ISTP
Joe Flacco,Sports,Atlet Sepak Bola,ISTJ
Joe Frazier,Sports,Petinju,ISTP
Joe Girardi,Sports,Atlet Bisbol,ESTJ
Joe Greene,Sports,Atlet Sepak Bola,ISFJ
Joe Haden,Sports,Atlet Sepak Bola,ISFJ
Joe Ingles,Sports,Atlet Basket,ESTP
Joe Judge,Sports,Atlet Sepak Bola,ESTJ
Joe Kelly,Sports,Atlet Bisbol,ESTP
Joe Maddon,Sports,Atlet Bisbol,ENTP
Joe Marler,Sports,Atlet Rugby,ESTP
Joe Mauer,Sports,Atlet Bisbol,ISFJ
Joe Mixon,Sports,Atlet Sepak Bola,ISFP
Joe Montana,Sports,Atlet Sepak Bola,ESFJ
Joe Paterno,Sports,Atlet Sepak Bola,ISTJ
Joe Schilling,Sports,MMA,ISTP
Joe Schobert,Sports,Atlet Sepak Bola,ISTJ
Joe Staley,Sports,Atlet Sepak Bola,ESTJ
Joe Thomas,Sports,Atlet Sepak Bola,ISTJ
Joe Torre,Sports,Atlet Bisbol,INTJ
Joe West,Sports,Wasit,ISTJ
Joel Embiid,Sports,Atlet Basket,ESTP
Joël Matip,Sports,Atlet Sepak Bola,ISTP
Joey Bart,Sports,Atlet Bisbol,ISFJ
Joey Bosa,Sports,Atlet Sepak Bola,ISTJ
Joey Gallo,Sports,Atlet Bisbol,ISTJ
Joey Logano,Sports,Pembalap Mobil,ISFP
Joey Porter,Sports,Atlet Sepak Bola,ESTJ
Joey Votto,Sports,Atlet Bisbol,ISFP
Joey Wendle,Sports,Atlet Bisbol,ISTJ
Johan Camargo,Sports,Atlet Bisbol,ISFP
Johan Cruyff,Sports,Atlet Sepak Bola,ENTJ
Johannes Thingnes Bø,Sports,Atlet Ski,ESTP
John Bartholomew,Sports,Atlet Catur,ISTJ
John Brenkus,Entertainment,"Media dan Penyiaran",ENTP
John Brzenk,Sports,Atlet Angkat Beban,ISTP
John Carlson,Sports,Atlet Hoki,ISTJ
John Cena,Sports,Pegulat,ESFJ
John Cena (Dr. of Thuganomics),Sports,Pegulat,ESTP
John Danaher,Sports,Atlet Seni Bela Diri,INTJ
John Elway,Sports,Atlet Sepak Bola,ESTJ
John Harbaugh,Sports,Atlet Sepak Bola,ENTJ
John Higgins,Sports,Atlet Snooker,INFJ
John Isner,Sports,Atlet Tenis,ISFJ
John John Florence,Sports,Atlet Ski,ISFP
John Juanda,Sports,Pemain Poker,ISTJ
John Lynch,Sports,Atlet Sepak Bola,ESTJ
John Madden,Sports,Atlet Sepak Bola,ESTJ
John McEnroe,Sports,Atlet Tenis,ESFP
John Morrison,Sports,Pegulat,ISFP
John Ross,Sports,Atlet Sepak Bola,ISFP
John Smoltz,Sports,Atlet Bisbol,ESTJ
John Stockton,Sports,Atlet Basket,ISTP
John Stones,Sports,Atlet Sepak Bola,ISTP
John Tavares,Sports,Atlet Hoki,ISTJ
John Terry,Sports,Atlet Sepak Bola,ENFJ
John Wall,Sports,Atlet Basket,ESTP
Johnathan Abram,Sports,Atlet Sepak Bola,ESFP
Johnathan Joseph,Sports,Atlet Sepak Bola,ISTJ
Johnny Gargano,Sports,Pegulat,ISFP
Johnny Manziel,Sports,Atlet Sepak Bola,ESFP
Johnny Weir,Sports,Atlet Seluncur Es,ENFP
Jolyon Palmer,Sports,Pembalap Mobil,INTP
Jomboy Media,Entertainment,"Media dan Penyiaran",ENTP
Jon (War Machine) Koppenhaver,Sports,Atlet Seni Bela Diri,ESTP
Jon Anik,Sports,MMA,ENTJ
Jon Beason,Sports,Atlet Sepak Bola,ESTJ
Jon Bois,Entertainment,"Media dan Penyiaran",INTP
Jon Bostic,Sports,Atlet Sepak Bola,ESTJ
"Jon Call ""Jujimufu""",Sports,Atlet Angkat Beban,ESFP
Jon Gruden,Sports,Atlet Sepak Bola,ENTJ
Jon Jones,Sports,MMA,ISTP
Jon Kitna,Sports,Atlet Sepak Bola,ISTJ
Jon Lester,Sports,Atlet Bisbol,ISTJ
Jon Ludvig Hammer,Sports,Atlet Catur,ENTJ
Jon Moxley,Sports,Pegulat,ISTP
Jón Páll Sigmarsson,Sports,Atlet Angkat Beban,ESFP
Jon Rauch,Sports,Atlet Bisbol,ISTP
Jonas Hector,Sports,Atlet Sepak Bola,ISFJ
Jonas Vingegaard,Sports,Atlet Sepeda,ISFJ
Jonatan Christie,Sports,Atlet Bulu Tangkis,ENFJ
Jonathan David,Sports,Atlet Sepak Bola,INFP
"Jonathan David Good ""Jon Moxley""",Sports,Pegulat,ISTP
Jonathan Duhamel,Sports,Pemain Poker,ISTP
Jonathan Horton,Sports,Atlet Senam,ENFJ
Jonathan India,Sports,Atlet Bisbol,ESFP
Jonathan Papelbon,Sports,Atlet Bisbol,ENTJ
Jonathan Schrantz,Sports,Atlet Catur,ENTP
Jonathan Sexton,Sports,Atlet Rugby,ISTJ
Jonathan Stewart,Sports,Atlet Sepak Bola,ISFJ
Jonathan Toews,Sports,Atlet Hoki,ISTJ
Jonathan Villar,Sports,Atlet Bisbol,ISFP
Jonathan Vilma,Sports,Atlet Sepak Bola,ESTJ
Jonny Clayton,Sports,Talenta Unik,ISTP
Joo Sae-Hyuk,Sports,Atlet Tenis Meja,ISFJ
Jordan Binnington,Sports,Atlet Hoki,ISFP
Jordan Burroughs,Sports,Pegulat,INFJ
Jordan Chiles,Sports,Atlet Senam,ESFP
Jordan Clarkson,Sports,Atlet Basket,ISFP
Jordan Davis,Sports,Atlet Sepak Bola,ESFP
Jordan Henderson,Sports,Atlet Sepak Bola,ENFJ
Jordan Hicks,Sports,Atlet Bisbol,ESTP
Jordan Hicks,Sports,Atlet Sepak Bola,ESTJ
Jordan Leavitt,Sports,MMA,ESFJ
Jordan Pickford,Sports,Atlet Sepak Bola,ESTJ
Jordan Poole,Sports,Atlet Basket,ESFP
Jordan Poyer,Sports,Atlet Sepak Bola,ESFJ
Jordi Alba,Sports,Atlet Sepak Bola,ESFP
Jordyn Wieber,Sports,Atlet Senam,ESFP
Jorge Henrique,Sports,Atlet Sepak Bola,ESFP
Jorge Iggor,Entertainment,"Media dan Penyiaran",ESTJ
Jorge Jesus,Sports,Atlet Sepak Bola,ESTJ
Jorge Masvidal,Sports,MMA,ESTP
Jorge Posada,Sports,Atlet Bisbol,ESFJ
Jorge Rodrigues (Simfudido),Sports,Atlet Seni Bela Diri,ISFP
Jorge Sampaoli,Sports,Atlet Sepak Bola,ISTP
Jorge Valdivia,Sports,Atlet Sepak Bola,ESFP
Jorginho,Sports,Atlet Sepak Bola,ESFJ
Jorlan Vieira,Sports,Atlet Binaraga,ESTJ
Jos Verstappen,Sports,Pembalap Mobil,ENTJ
Jose Abreu,Sports,Atlet Bisbol,ISFJ
Jose Aldo,Sports,MMA,ISFP
Jose Altuve,Sports,Atlet Bisbol,ESFP
José Bautista,Sports,Atlet Bisbol,ESTJ
Jose Berrios,Sports,Atlet Bisbol,ISFP
Jose Canseco,Sports,Atlet Bisbol,ESTP
José Fernandez,Sports,Atlet Bisbol,ESFP
José Manuel Calderón,Sports,Atlet Basket,ISTJ
José Maria Gutiérrez Hernández (Guti),Sports,Atlet Sepak Bola,ESTP
José Mourinho,Sports,Atlet Sepak Bola,ENTJ
José Poy,Sports,Atlet Sepak Bola,ISFJ
Jose Ramirez,Sports,Atlet Bisbol,ISFP
José Raúl Capablanca,Sports,Atlet Catur,ENTP
José Trajano,Entertainment,"Media dan Penyiaran",ISTP
"Josef ""Jupp"" Heynckes",Sports,Atlet Sepak Bola,ESTJ
"Josep ""Pep"" Guardiola",Sports,Atlet Sepak Bola,INTJ
Joseph Henry Blackburne,Sports,Atlet Catur,ENTJ
Joseph McKeehen,Sports,Pemain Poker,INTP
Josh Allen,Sports,Atlet Sepak Bola,INFP
Josh Beckett,Sports,Atlet Bisbol,ESTJ
Josh Bell,Sports,Atlet Bisbol,ISFJ
Josh Burnett-Blake,Sports,Talenta Unik,ENTP
Josh Donaldson,Sports,Atlet Bisbol,ESFP
Josh Gibson,Sports,Atlet Bisbol,ISFP
Josh Giddey,Sports,Atlet Basket,ENFP
Josh Gordon,Sports,Atlet Sepak Bola,ESFP
Josh Hader,Sports,Atlet Bisbol,ISFP
Josh Hamilton,Sports,Atlet Bisbol,ISFP
Josh Harrison,Sports,Atlet Bisbol,ESFP
Josh Jacobs,Sports,Atlet Sepak Bola,ISFP
Josh Johnson,Sports,Atlet Bisbol,ISTJ
Josh Neuman,Sports,Atlet Skateboarding,ISTP
Josh Norman,Sports,Atlet Sepak Bola,ENTJ
Josh Pate (The Late Kick with Josh Pate),Entertainment,"Media dan Penyiaran",ENTP
Joshua Allen,Sports,Atlet Sepak Bola,ISFP
Joshua Kimmich,Sports,Atlet Sepak Bola,INTJ
Joshua Waitzkin,Sports,Atlet Catur,INFJ
Joško Gvardiol,Sports,Atlet Sepak Bola,ENFJ
